,chromosome,start,stop,gene,score,strand,thickStart,thickEnd,gene_id
577,chr2L,3669761,3669821,Sfp24Bb_1,900,-,3669761,3669772,Sfp24Bb
578,chr2L,3670570,3670630,Sfp24Bc_1,900,-,3670570,3670581,Sfp24Bc
579,chr2L,3692577,3692637,CG16704_1,900,-,3692577,3692588,CG16704
580,chr2L,3693186,3693246,CG3513_1,900,-,3693186,3693197,CG3513
581,chr2L,3693897,3693957,Acp24A4_1,900,-,3693897,3693908,Acp24A4
582,chr2L,3695107,3695167,CG43165_1,900,-,3695107,3695118,CG43165
583,chr2L,3695398,3695458,CG16713_1,900,-,3695398,3695409,CG16713
584,chr2L,3696642,3696702,CG16712_1,900,-,3696642,3696653,CG16712
585,chr2L,3697794,3697854,CG3604_1,900,-,3697794,3697805,CG3604
586,chr2L,3699079,3699139,CG10031_1,900,-,3699079,3699090,CG10031
587,chr2L,3699414,3699474,CG42464_1,900,+,3699463,3699474,CG42464
588,chr2L,3700139,3700199,CG42465_1,900,+,3700188,3700199,CG42465
589,chr2L,3700624,3700684,Sfp24C1_1,900,+,3700673,3700684,Sfp24C1
590,chr2L,3701238,3701298,CG42467_1,900,+,3701287,3701298,CG42467
591,chr2L,3701746,3701806,CG43145_1,900,+,3701795,3701806,CG43145
592,chr2L,3703595,3703655,CG2816_1,900,+,3703644,3703655,CG2816
593,chr2L,3705471,3705531,CG31778_1,900,-,3705471,3705482,CG31778
594,chr2L,3707049,3707109,CG31777_1,900,-,3707049,3707060,CG31777
595,chr2L,3711677,3711737,cutlet_1,900,-,3711677,3711688,cutlet
598,chr2L,3713338,3713398,CG2818_1,900,+,3713387,3713398,CG2818
599,chr2L,3717764,3717824,lectin-24A_1,900,-,3717764,3717775,lectin-24A
600,chr2L,3718137,3718197,Shaw_1,900,+,3718186,3718197,Shaw
604,chr2L,3765429,3765489,CG43703_1,900,+,3765478,3765489,CG43703
606,chr2L,3771657,3771717,CG10021_1,900,+,3771706,3771717,CG10021
609,chr2L,3784868,3784928,CG31960_1,900,+,3784917,3784928,CG31960
610,chr2L,3785711,3785771,CG31958_1,900,+,3785760,3785771,CG31958
615,chr2L,3813394,3813454,CG3407_1,900,-,3813394,3813405,CG3407
616,chr2L,3825627,3825687,slp1_1,900,+,3825676,3825687,slp1
617,chr2L,3836792,3836852,slp2_1,900,+,3836841,3836852,slp2
618,chr2L,3862606,3862666,CG3964_1,900,+,3862655,3862666,CG3964
621,chr2L,3872421,3872481,CG31957_1,900,-,3872421,3872432,CG31957
627,chr2L,3914264,3914324,CG31773_1,900,-,3914264,3914275,CG31773
628,chr2L,3991722,3991782,fred_1,900,-,3991722,3991733,fred
629,chr2L,3999946,4000006,CG43797_1,900,+,3999995,4000006,CG43797
630,chr2L,4004007,4004067,CG34176_1,900,+,4004056,4004067,CG34176
631,chr2L,4004934,4004994,CG15422_1,900,+,4004983,4004994,CG15422
632,chr2L,4005991,4006051,CG15423_1,900,+,4006040,4006051,CG15423
633,chr2L,4007600,4007660,CG43773_1,900,+,4007649,4007660,CG43773
634,chr2L,4008619,4008679,CG43774_1,900,+,4008668,4008679,CG43774
635,chr2L,4031329,4031389,CG15424_1,900,+,4031378,4031389,CG15424
636,chr2L,4120284,4120344,Sr-CIII_1,900,+,4120333,4120344,Sr-CIII
637,chr2L,4121653,4121713,Sr-CI_1,900,+,4121702,4121713,Sr-CI
638,chr2L,4149228,4149288,CG2955_1,900,+,4149277,4149288,CG2955
639,chr2L,4187775,4187835,CG31961_1,900,-,4187775,4187786,CG31961
640,chr2L,4188054,4188114,lectin-24Db_1,900,+,4188103,4188114,lectin-24Db
643,chr2L,4221785,4221845,ft_1,900,-,4221785,4221796,ft
644,chr2L,4226956,4227016,CG3702_1,900,-,4226956,4226967,CG3702
645,chr2L,4227659,4227719,RL40_1,900,+,4227708,4227719,RL40
646,chr2L,4257514,4257574,CG15425_1,900,+,4257563,4257574,CG15425
651,chr2L,4324509,4324569,CG16857_1,900,+,4324558,4324569,CG16857
654,chr2L,4352909,4352969,CG15429_1,900,+,4352958,4352969,CG15429
657,chr2L,4382708,4382768,CG17612_1,900,-,4382708,4382719,CG17612
658,chr2L,4386038,4386098,CG3338_1,900,-,4386038,4386049,CG3338
663,chr2L,4393840,4393900,CG3652_1,900,-,4393840,4393851,CG3652
664,chr2L,4394185,4394245,l(2)k05819_1,900,+,4394234,4394245,l(2)k05819
665,chr2L,4400904,4400964,CG33003_1,900,+,4400953,4400964,CG33003
666,chr2L,4403219,4403279,Dim1_1,900,+,4403268,4403279,Dim1
667,chr2L,4411092,4411152,CG43055_1,900,+,4411141,4411152,CG43055
668,chr2L,4433848,4433908,CG34177_1,900,+,4433897,4433908,CG34177
669,chr2L,4434392,4434452,CG34178_1,900,+,4434441,4434452,CG34178
670,chr2L,4437737,4437797,CG43056_1,900,+,4437786,4437797,CG43056
671,chr2L,4441210,4441270,CG15431_1,900,-,4441210,4441221,CG15431
672,chr2L,4442049,4442109,Sfp24F_1,900,-,4442049,4442060,Sfp24F
673,chr2L,4442377,4442437,CG15432_1,900,+,4442426,4442437,CG15432
674,chr2L,4444676,4444736,morgue_1,900,-,4444676,4444687,morgue
675,chr2L,4444702,4444762,Elp3_1,900,+,4444751,4444762,Elp3
676,chr2L,4448567,4448627,MFS18_1,900,-,4448567,4448578,MFS18
677,chr2L,4453008,4453068,CG15439_1,900,-,4453008,4453019,CG15439
678,chr2L,4454423,4454483,CG15440_1,900,-,4454423,4454434,CG15440
679,chr2L,4454630,4454690,CG15434_1,900,+,4454679,4454690,CG15434
680,chr2L,4456791,4456851,Gs1l_1,900,-,4456791,4456802,Gs1l
681,chr2L,4458298,4458358,RL2A_1,900,-,4458298,4458309,RL2A
682,chr2L,4459591,4459651,mRpL27_1,900,-,4459591,4459602,mRpL27
687,chr2L,4463580,4463640,CG15436_1,900,+,4463629,4463640,CG15436
688,chr2L,4465130,4465190,CG17840_1,900,+,4465179,4465190,CG17840
689,chr2L,4473179,4473239,ine_1,900,-,4473179,4473190,ine
690,chr2L,4477009,4477069,CG15444_1,900,-,4477009,4477020,CG15444
691,chr2L,4578186,4578246,HP6_1,900,-,4578186,4578197,HP6
695,chr2L,4641227,4641287,BG642163_1,900,+,4641276,4641287,BG642163
696,chr2L,4642919,4642979,CG15635_1,900,+,4642968,4642979,CG15635
697,chr2L,4647016,4647076,CG43798_1,900,+,4647065,4647076,CG43798
698,chr2L,4651408,4651468,CG3355_1,900,+,4651457,4651468,CG3355
699,chr2L,4682666,4682726,CG11929_1,900,+,4682715,4682726,CG11929
700,chr2L,4684390,4684450,Bsg25A_1,900,-,4684390,4684401,Bsg25A
701,chr2L,4687463,4687523,Elba3_1,900,+,4687512,4687523,Elba3
702,chr2L,4690675,4690735,CG3251_1,900,-,4690675,4690686,CG3251
703,chr2L,4694655,4694715,CG34351_1,900,+,4694704,4694715,CG34351
704,chr2L,4701474,4701534,Taf12L_1,900,-,4701474,4701485,Taf12L
705,chr2L,4734477,4734537,CG15631_1,900,-,4734477,4734488,CG15631
706,chr2L,4762861,4762921,CG42523_1,900,+,4762910,4762921,CG42523
707,chr2L,4794029,4794089,CG15630_1,900,-,4794029,4794040,CG15630
708,chr2L,4794603,4794663,CG3294_1,900,+,4794652,4794663,CG3294
709,chr2L,4801908,4801968,CG3244_1,900,-,4801908,4801919,CG3244
710,chr2L,4812964,4813024,CG15629_1,900,+,4813013,4813024,CG15629
711,chr2L,4818195,4818255,CG3225_1,900,-,4818195,4818206,CG3225
712,chr2L,4821726,4821786,CG15628_1,900,+,4821775,4821786,CG15628
713,chr2L,4830661,4830721,Fnta_1,900,-,4830661,4830672,Fnta
714,chr2L,4835212,4835272,Ir25a_1,900,-,4835212,4835223,Ir25a
715,chr2L,4837953,4838013,tank_1,900,-,4837953,4837964,tank
721,chr2L,4847732,4847792,CG11927_1,900,+,4847781,4847792,CG11927
722,chr2L,4850398,4850458,mRpS2_1,900,-,4850398,4850409,mRpS2
723,chr2L,4850624,4850684,Mon1_1,900,+,4850673,4850684,Mon1
724,chr2L,4852845,4852905,pog_1,900,+,4852894,4852905,pog
725,chr2L,4883074,4883134,Cf2_1,900,-,4883074,4883085,Cf2
726,chr2L,4883271,4883331,CG3008_1,900,+,4883320,4883331,CG3008
727,chr2L,4889937,4889997,CG15625_1,900,+,4889986,4889997,CG15625
728,chr2L,4892067,4892127,CG3036_1,900,+,4892116,4892127,CG3036
729,chr2L,4906748,4906808,CG2837_1,900,-,4906748,4906759,CG2837
732,chr2L,4932285,4932345,hoe1_1,900,-,4932285,4932296,hoe1
733,chr2L,4936463,4936523,hoe2_1,900,-,4936463,4936474,hoe2
734,chr2L,4937359,4937419,Sgs1_1,900,+,4937408,4937419,Sgs1
735,chr2L,4942699,4942759,CG14044_1,900,+,4942748,4942759,CG14044
736,chr2L,4945346,4945406,mRpL24_1,900,-,4945346,4945357,mRpL24
737,chr2L,4945544,4945604,betaggt-I_1,900,+,4945593,4945604,betaggt-I
738,chr2L,4949739,4949799,jet_1,900,-,4949739,4949750,jet
739,chr2L,4950749,4950809,CG8871_1,900,-,4950749,4950760,CG8871
740,chr2L,4953124,4953184,Jon25Bii_1,900,-,4953124,4953135,Jon25Bii
741,chr2L,4955130,4955190,Jon25Bi_1,900,-,4955130,4955141,Jon25Bi
742,chr2L,4955518,4955578,Marcal1_1,900,+,4955567,4955578,Marcal1
743,chr2L,4958353,4958413,CG34124_1,900,+,4958402,4958413,CG34124
744,chr2L,4965646,4965706,CG34125_1,900,+,4965695,4965706,CG34125
745,chr2L,4967759,4967819,IF32_1,900,-,4967759,4967770,IF32
746,chr2L,4968912,4968972,Scox_1,900,-,4968912,4968923,Scox
747,chr2L,4968959,4969019,CG3756_1,900,+,4969008,4969019,CG3756
749,chr2L,4971682,4971742,CG14043_1,900,+,4971731,4971742,CG14043
751,chr2L,4973946,4974006,mRpL28_1,900,+,4973995,4974006,mRpL28
752,chr2L,4976999,4977059,Gmd_1,900,-,4976999,4977010,Gmd
753,chr2L,4977266,4977326,CG3792_1,900,+,4977315,4977326,CG3792
754,chr2L,4979328,4979388,CG8891_1,900,-,4979328,4979339,CG8891
756,chr2L,4981566,4981626,CG34126_1,900,+,4981615,4981626,CG34126
765,chr2L,5010811,5010871,CG3887_1,900,+,5010860,5010871,CG3887
766,chr2L,5010819,5010879,CG31917_1,900,-,5010819,5010830,CG31917
767,chr2L,5011052,5011112,SELT_1,900,+,5011101,5011112,SELT
770,chr2L,5029566,5029626,Cg25C_1,900,+,5029615,5029626,Cg25C
777,chr2L,5045348,5045408,CG44000_1,900,+,5045397,5045408,CG44000
780,chr2L,5052746,5052806,CG9124_1,900,-,5052746,5052757,CG9124
781,chr2L,5052796,5052856,CG14040_1,900,+,5052845,5052856,CG14040
782,chr2L,5053081,5053141,eIF-3p40_1,900,-,5053081,5053092,eIF-3p40
783,chr2L,5055003,5055063,CG14036_1,900,-,5055003,5055014,CG14036
784,chr2L,5055135,5055195,H33A_1,900,+,5055184,5055195,H33A
785,chr2L,5058211,5058271,CG31918_1,900,-,5058211,5058222,CG31918
786,chr2L,5059744,5059804,Rpn11_1,900,-,5059744,5059755,Rpn11
788,chr2L,5062924,5062984,CG14039_1,900,+,5062973,5062984,CG14039
791,chr2L,5070956,5071016,CG5827_1,900,+,5071005,5071016,CG5827
792,chr2L,5093525,5093585,pgant5_1,900,-,5093525,5093536,pgant5
793,chr2L,5093969,5094029,CG5828_1,900,+,5094018,5094029,CG5828
796,chr2L,5100166,5100226,CG8680_1,900,-,5100166,5100177,CG8680
802,chr2L,5207240,5207300,Cyp28d2_1,900,+,5207289,5207300,Cyp28d2
803,chr2L,5210416,5210476,Cyp28d1_1,900,+,5210465,5210476,Cyp28d1
807,chr2L,5216528,5216588,CG14034_1,900,-,5216528,5216539,CG14034
813,chr2L,5263930,5263990,Cyp4ac1_1,900,+,5263979,5263990,Cyp4ac1
814,chr2L,5266314,5266374,Cyp4ac2_1,900,+,5266363,5266374,Cyp4ac2
815,chr2L,5268449,5268509,Cyp4ac3_1,900,+,5268498,5268509,Cyp4ac3
817,chr2L,5277327,5277387,Bsg25D_1,900,-,5277327,5277338,Bsg25D
818,chr2L,5278505,5278565,BSG2_1,900,-,5278505,5278516,BSG2
824,chr2L,5314874,5314934,CG14024_1,900,-,5314874,5314885,CG14024
825,chr2L,5326677,5326737,Ncoa6_1,900,-,5326677,5326688,Ncoa6
826,chr2L,5327200,5327260,cype_1,900,+,5327249,5327260,cype
827,chr2L,5328860,5328920,CG14022_1,900,-,5328860,5328871,CG14022
828,chr2L,5329810,5329870,TotM_1,900,+,5329859,5329870,TotM
831,chr2L,5342222,5342282,CG12512_1,900,-,5342222,5342233,CG12512
832,chr2L,5346150,5346210,nompC_1,900,+,5346199,5346210,nompC
833,chr2L,5404230,5404290,H15_1,900,+,5404279,5404290,H15
834,chr2L,5461591,5461651,mid_1,900,+,5461640,5461651,mid
835,chr2L,5517763,5517823,CG14020_1,900,+,5517812,5517823,CG14020
836,chr2L,5519870,5519930,CG7382_1,900,-,5519870,5519881,CG7382
837,chr2L,5520257,5520317,cl_1,900,+,5520306,5520317,cl
838,chr2L,5523853,5523913,CG7371_1,900,-,5523853,5523864,CG7371
841,chr2L,5525867,5525927,Cap-D3_1,900,+,5525916,5525927,Cap-D3
842,chr2L,5526916,5526976,CG31648_1,900,+,5526965,5526976,CG31648
843,chr2L,5528044,5528104,CG31915_1,900,+,5528093,5528104,CG31915
844,chr2L,5532198,5532258,CG7277_1,900,-,5532198,5532209,CG7277
845,chr2L,5536747,5536807,tomb_1,900,-,5536747,5536758,tomb
846,chr2L,5539140,5539200,CG14015_1,900,-,5539140,5539151,CG14015
847,chr2L,5542011,5542071,Hel25E_1,900,-,5542011,5542022,Hel25E
848,chr2L,5542273,5542333,HE47_1,900,-,5542273,5542284,HE47
854,chr2L,5550824,5550884,CG14014_1,900,-,5550824,5550835,CG14014
855,chr2L,5553832,5553892,CG14017_1,900,+,5553881,5553892,CG14017
856,chr2L,5553863,5553923,CG14013_1,900,-,5553863,5553874,CG14013
857,chr2L,5555024,5555084,GluRIIA_1,900,+,5555073,5555084,GluRIIA
858,chr2L,5559267,5559327,GluRIIB_1,900,+,5559316,5559327,GluRIIB
859,chr2L,5581088,5581148,CG14011_1,900,-,5581088,5581099,CG14011
860,chr2L,5588408,5588468,CG7251_1,900,-,5588408,5588419,CG7251
861,chr2L,5596777,5596837,CG18266_1,900,+,5596826,5596837,CG18266
862,chr2L,5617933,5617993,CG14010_1,900,-,5617933,5617944,CG14010
863,chr2L,5623749,5623809,Cyp6a16_1,900,-,5623749,5623760,Cyp6a16
864,chr2L,5658542,5658602,CG31646_1,900,-,5658542,5658553,CG31646
865,chr2L,5662820,5662880,Hsp60C_1,900,+,5662869,5662880,Hsp60C
866,chr2L,5678580,5678640,CG12511_1,900,+,5678629,5678640,CG12511
871,chr2L,5721015,5721075,sip1_1,900,+,5721064,5721075,sip1
872,chr2L,5724649,5724709,CG11030_1,900,+,5724698,5724709,CG11030
873,chr2L,5728796,5728856,CG14006_1,900,-,5728796,5728807,CG14006
876,chr2L,5746113,5746173,CG11029_1,900,+,5746162,5746173,CG11029
877,chr2L,5766109,5766169,obst-E_1,900,-,5766109,5766120,obst-E
878,chr2L,5783989,5784049,CG31913_1,900,+,5784038,5784049,CG31913
879,chr2L,5800152,5800212,CG9171_1,900,-,5800152,5800163,CG9171
880,chr2L,5801960,5802020,CG14005_1,900,-,5801960,5801971,CG14005
881,chr2L,5802179,5802239,CG7239_1,900,+,5802228,5802239,CG7239
882,chr2L,5805331,5805391,CG11034_1,900,+,5805380,5805391,CG11034
883,chr2L,5811539,5811599,CG43307_1,900,+,5811588,5811599,CG43307
884,chr2L,5818415,5818475,CG31644_1,900,-,5818415,5818426,CG31644
885,chr2L,5823962,5824022,TrissinR_1,900,+,5824011,5824022,TrissinR
886,chr2L,5879484,5879544,rau_1,900,-,5879484,5879495,rau
887,chr2L,5883709,5883769,CG44574_1,900,+,5883758,5883769,CG44574
888,chr2L,5884763,5884823,Sfp26Ac_1,900,-,5884763,5884774,Sfp26Ac
889,chr2L,5884843,5884903,CG43185_1,900,+,5884892,5884903,CG43185
890,chr2L,5885953,5886013,CG9029_1,900,+,5886002,5886013,CG9029
891,chr2L,5892851,5892911,MS2B_1,900,-,5892851,5892862,MS2B
892,chr2L,5893881,5893941,Acp26Aa_1,900,-,5893881,5893892,Acp26Aa
893,chr2L,5904672,5904732,CG9021_1,900,-,5904672,5904683,CG9021
894,chr2L,5907089,5907149,bchs_1,900,+,5907138,5907149,bchs
895,chr2L,5910298,5910358,CG14000_1,900,-,5910298,5910309,CG14000
896,chr2L,5923640,5923700,CG9016_1,900,-,5923640,5923651,CG9016
897,chr2L,5925872,5925932,dsf_1,900,+,5925921,5925932,dsf
898,chr2L,5943254,5943314,Sfp26Ad_1,900,-,5943254,5943265,Sfp26Ad
899,chr2L,5943608,5943668,Gpdh_1,900,+,5943657,5943668,Gpdh
900,chr2L,5943919,5943979,GPDA_1,900,+,5943968,5943979,GPDA
901,chr2L,5949434,5949494,CG9044_1,900,+,5949483,5949494,CG9044
902,chr2L,5956485,5956545,CG13999_1,900,-,5956485,5956496,CG13999
903,chr2L,5956808,5956868,CG13998_1,900,-,5956808,5956819,CG13998
904,chr2L,5956955,5957015,Vm26Ab_1,900,+,5957004,5957015,Vm26Ab
905,chr2L,5958618,5958678,Vm26Ac_1,900,-,5958618,5958629,Vm26Ac
906,chr2L,5960329,5960389,Vm26Aa_1,900,-,5960329,5960340,Vm26Aa
909,chr2L,5967741,5967801,CG13992_1,900,-,5967741,5967752,CG13992
910,chr2L,5968528,5968588,Ucp4C_1,900,+,5968577,5968588,Ucp4C
911,chr2L,5969792,5969852,Ucp4B_1,900,+,5969841,5969852,Ucp4B
913,chr2L,5980481,5980541,chic_1,900,-,5980481,5980492,chic
918,chr2L,5986343,5986403,CG9078_1,900,+,5986392,5986403,CG9078
919,chr2L,5987062,5987122,ifc_1,900,+,5987111,5987122,ifc
922,chr2L,6000181,6000241,Tsp26A_1,900,+,6000230,6000241,Tsp26A
923,chr2L,6006815,6006875,Gal_1,900,-,6006815,6006826,Gal
926,chr2L,6019387,6019447,H2.0_1,900,-,6019387,6019398,H2.0
927,chr2L,6020780,6020840,CG13996_1,900,+,6020829,6020840,CG13996
928,chr2L,6024514,6024574,CG9107_1,900,-,6024514,6024525,CG9107
929,chr2L,6034435,6034495,CG9109_1,900,-,6034435,6034446,CG9109
930,chr2L,6036881,6036941,mtm_1,900,-,6036881,6036892,mtm
931,chr2L,6037842,6037902,CG9117_1,900,-,6037842,6037853,CG9117
932,chr2L,6038087,6038147,CG31643_1,900,+,6038136,6038147,CG31643
933,chr2L,6045581,6045641,PUR4_1,900,-,6045581,6045592,PUR4
934,chr2L,6045956,6046016,ade2_1,900,-,6045956,6045967,ade2
935,chr2L,6047914,6047974,CG9131_1,900,-,6047914,6047925,CG9131
938,chr2L,6048689,6048749,CG34179_1,900,-,6048689,6048700,CG34179
939,chr2L,6050793,6050853,CG9135_1,900,+,6050842,6050853,CG9135
940,chr2L,6054257,6054317,CG13995_1,900,+,6054306,6054317,CG13995
941,chr2L,6060448,6060508,CG34180_1,900,+,6060497,6060508,CG34180
942,chr2L,6062699,6062759,CG9140_1,900,-,6062699,6062710,CG9140
943,chr2L,6062963,6063023,CG13994_1,900,+,6063012,6063023,CG13994
944,chr2L,6065910,6065970,Fbw5_1,900,-,6065910,6065921,Fbw5
945,chr2L,6065972,6066032,CG9147_1,900,+,6066021,6066032,CG9147
946,chr2L,6068582,6068642,CG9150_1,900,-,6068582,6068593,CG9150
947,chr2L,6069056,6069116,CG13993_1,900,+,6069105,6069116,CG13993
948,chr2L,6070645,6070705,CG9154_1,900,-,6070645,6070656,CG9154
949,chr2L,6071023,6071083,KRH2_1,900,+,6071072,6071083,KRH2
950,chr2L,6072171,6072231,Kr-h2_1,900,+,6072220,6072231,Kr-h2
953,chr2L,6098924,6098984,CG9175_1,900,-,6098924,6098935,CG9175
954,chr2L,6100329,6100389,CG5981_1,900,+,6100378,6100389,CG5981
956,chr2L,6118454,6118514,CG31642_1,900,+,6118503,6118514,CG31642
958,chr2L,6125088,6125148,Arpc4_1,900,+,6125137,6125148,Arpc4
959,chr2L,6127638,6127698,WDR79_1,900,-,6127638,6127649,WDR79
960,chr2L,6130608,6130668,CG42730_1,900,-,6130608,6130619,CG42730
961,chr2L,6130972,6131032,CG9222_1,900,+,6131021,6131032,CG9222
962,chr2L,6139382,6139442,CG13991_1,900,+,6139431,6139442,CG13991
963,chr2L,6151924,6151984,Muc26B_1,900,+,6151973,6151984,Muc26B
964,chr2L,6155066,6155126,CG31639_1,900,-,6155066,6155077,CG31639
965,chr2L,6160374,6160434,CG13989_1,900,+,6160423,6160434,CG13989
966,chr2L,6179090,6179150,CG34380_1,900,+,6179139,6179150,CG34380
967,chr2L,6225000,6225060,Ugt37b1_1,900,+,6225049,6225060,Ugt37b1
968,chr2L,6253041,6253101,Ddr_1,900,+,6253090,6253101,Ddr
969,chr2L,6255794,6255854,AANATL2_1,900,+,6255843,6255854,AANATL2
970,chr2L,6264476,6264536,CG13983_1,900,-,6264476,6264487,CG13983
971,chr2L,6308749,6308809,CG43922_1,900,-,6308749,6308760,CG43922
972,chr2L,6308804,6308864,CG13984_1,900,+,6308853,6308864,CG13984
973,chr2L,6323717,6323777,PDZ-GEF_1,900,+,6323766,6323777,PDZ-GEF
974,chr2L,6338395,6338455,CG9493_1,900,-,6338395,6338406,CG9493
975,chr2L,6338662,6338722,Pez_1,900,-,6338662,6338673,Pez
976,chr2L,6338796,6338856,NCPR_1,900,+,6338845,6338856,NCPR
982,chr2L,6351017,6351077,CG9498_1,900,-,6351017,6351028,CG9498
983,chr2L,6354338,6354398,ppk7_1,900,-,6354338,6354349,ppk7
984,chr2L,6358302,6358362,CG9500_1,900,-,6358302,6358313,CG9500
985,chr2L,6367834,6367894,CG9505_1,900,+,6367883,6367894,CG9505
988,chr2L,6381219,6381279,CG9507_1,900,+,6381268,6381279,CG9507
989,chr2L,6385516,6385576,CG42370_1,900,-,6385516,6385527,CG42370
990,chr2L,6411314,6411374,CG42368_1,900,-,6411314,6411325,CG42368
991,chr2L,6412261,6412321,CG13982_1,900,+,6412310,6412321,CG13982
992,chr2L,6423294,6423354,Tig_1,900,-,6423294,6423305,Tig
993,chr2L,6424288,6424348,Fic_1,900,+,6424337,6424348,Fic
997,chr2L,6455918,6455978,CG9528_1,900,-,6455918,6455929,CG9528
1000,chr2L,6465668,6465728,CG16947_1,900,-,6465668,6465679,CG16947
1001,chr2L,6467653,6467713,CG9531_1,900,-,6467653,6467664,CG9531
1002,chr2L,6472054,6472114,CG9535_1,900,-,6472054,6472065,CG9535
1003,chr2L,6473811,6473871,mmy_1,900,-,6473811,6473822,mmy
1004,chr2L,6476929,6476989,CG9536_1,900,-,6476929,6476940,CG9536
1005,chr2L,6480445,6480505,CG9539_1,900,-,6480445,6480456,CG9539
1006,chr2L,6480881,6480941,DLP_1,900,+,6480930,6480941,DLP
1009,chr2L,6489074,6489134,epsilonCOP_1,900,+,6489123,6489134,epsilonCOP
1010,chr2L,6490817,6490877,CG9548_1,900,-,6490817,6490828,CG9548
1011,chr2L,6491044,6491104,CG31638_1,900,+,6491093,6491104,CG31638
1012,chr2L,6494516,6494576,CG9547_1,900,-,6494516,6494527,CG9547
1013,chr2L,6497001,6497061,CG9550_1,900,+,6497050,6497061,CG9550
1014,chr2L,6498603,6498663,CG31637_1,900,+,6498652,6498663,CG31637
1018,chr2L,6557447,6557507,Osm6_1,900,-,6557447,6557458,Osm6
1019,chr2L,6557752,6557812,CG11015_1,900,+,6557801,6557812,CG11015
1020,chr2L,6559422,6559482,CG11043_1,900,+,6559471,6559482,CG11043
1023,chr2L,6562279,6562339,Ent2_1,900,+,6562328,6562339,Ent2
1024,chr2L,6566168,6566228,CG13766_1,900,-,6566168,6566179,CG13766
1025,chr2L,6601055,6601115,CG11319_1,900,-,6601055,6601066,CG11319
1030,chr2L,6621715,6621775,CG11320_1,900,-,6621715,6621726,CG11320
1031,chr2L,6623058,6623118,CG34345_1,900,+,6623107,6623118,CG34345
1032,chr2L,6632393,6632453,Oatp26F_1,900,-,6632393,6632404,Oatp26F
1035,chr2L,6649366,6649426,Tango1_1,900,+,6649415,6649426,Tango1
1036,chr2L,6656306,6656366,CG31633_1,900,-,6656306,6656317,CG31633
1039,chr2L,6658481,6658541,CG11070_1,900,+,6658530,6658541,CG11070
1041,chr2L,6663631,6663691,CG13771_1,900,-,6663631,6663642,CG13771
1043,chr2L,6667785,6667845,GAL7_1,900,-,6667785,6667796,GAL7
1044,chr2L,6668021,6668081,Galt_1,900,-,6668021,6668032,Galt
1046,chr2L,6673907,6673967,CG34310_1,900,+,6673956,6673967,CG34310
1048,chr2L,6677611,6677671,Nse1_1,900,-,6677611,6677622,Nse1
1049,chr2L,6684345,6684405,CG11328_1,900,-,6684345,6684356,CG11328
1050,chr2L,6686720,6686780,CG11327_1,900,-,6686720,6686731,CG11327
1053,chr2L,6709069,6709129,CG11326_1,900,-,6709069,6709080,CG11326
1054,chr2L,6716171,6716231,AkhR_1,900,-,6716171,6716182,AkhR
1055,chr2L,6717604,6717664,Aatf_1,900,+,6717653,6717664,Aatf
1056,chr2L,6722847,6722907,homer_1,900,-,6722847,6722858,homer
1057,chr2L,6723269,6723329,CG11324_1,900,-,6723269,6723280,CG11324
1058,chr2L,6723883,6723943,Liprin-alpha_1,900,+,6723932,6723943,Liprin-alpha
1059,chr2L,6740188,6740248,TTLL3A_1,900,-,6740188,6740199,TTLL3A
1060,chr2L,6742459,6742519,CG11221_1,900,+,6742508,6742519,CG11221
1061,chr2L,6745583,6745643,CG31910_1,900,-,6745583,6745594,CG31910
1062,chr2L,6747889,6747949,CG44271_1,900,-,6747889,6747900,CG44271
1063,chr2L,6759609,6759669,CG11322_1,900,-,6759609,6759620,CG11322
1068,chr2L,6786845,6786905,ATB1_1,900,-,6786845,6786856,ATB1
1073,chr2L,6800834,6800894,CG17376_1,900,-,6800834,6800845,CG17376
1074,chr2L,6802789,6802849,CG17377_1,900,-,6802789,6802800,CG17377
1075,chr2L,6802964,6803024,CG11236_1,900,+,6803013,6803024,CG11236
1076,chr2L,6805769,6805829,CG17375_1,900,-,6805769,6805780,CG17375
1079,chr2L,6852298,6852358,Rca1_1,900,+,6852347,6852358,Rca1
1080,chr2L,6854095,6854155,l(2)k09022_1,900,+,6854144,6854155,l(2)k09022
1081,chr2L,6870376,6870436,Nha1_1,900,-,6870376,6870387,Nha1
1084,chr2L,6907823,6907883,CG13773_1,900,-,6907823,6907834,CG13773
1085,chr2L,6908040,6908100,Rat1_1,900,+,6908089,6908100,Rat1
1088,chr2L,6920178,6920238,x16_1,900,-,6920178,6920189,x16
1089,chr2L,6920674,6920734,RB27_1,900,+,6920723,6920734,RB27
1093,chr2L,6932090,6932150,CG43232_1,900,+,6932139,6932150,CG43232
1094,chr2L,6942803,6942863,CG18304_1,900,-,6942803,6942814,CG18304
